Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
AAPL,APPLE INC,Information Technology,Equity,"22,945,069,855.00",7.47,"22,945,069,855.00","132,057,956.00",173.75,United States,NASDAQ,USD,1,USD,-
MSFT,MICROSOFT CORP,Information Technology,Equity,"20,496,870,853.35",6.67,"20,496,870,853.35","66,095,485.00",310.11,United States,NASDAQ,USD,1,USD,-
AMZN,AMAZON COM INC,Consumer Discretionary,Equity,"8,880,127,293.40",2.89,"8,880,127,293.40","79,159,630.00",112.18,United States,NASDAQ,USD,1,USD,-
NVDA,NVIDIA CORP,Information Technology,Equity,"6,242,287,110.18",2.03,"6,242,287,110.18","21,842,981.00",285.78,United States,NASDAQ,USD,1,USD,-
GOOGL,ALPHABET INC CLASS A,Communication,Equity,"6,164,792,676.43",2.01,"6,164,792,676.43","52,884,899.00",116.57,United States,NASDAQ,USD,1,USD,-
GOOG,ALPHABET INC CLASS C,Communication,Equity,"5,389,384,120.40",1.75,"5,389,384,120.40","46,102,516.00",116.9,United States,NASDAQ,USD,1,USD,-
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Financials,Equity,"5,161,583,750.24",1.68,"5,161,583,750.24","15,997,966.00",322.64,United States,New York Stock Exchange Inc.,USD,1,USD,-
META,META PLATFORMS INC CLASS A,Communication,Equity,"4,659,947,715.33",1.52,"4,659,947,715.33","19,763,127.00",235.79,United States,NASDAQ,USD,1,USD,-
TSLA,TESLA INC,Consumer Discretionary,Equity,"4,109,386,554.00",1.34,"4,109,386,554.00","23,880,675.00",172.08,United States,NASDAQ,USD,1,USD,-
UNH,UNITEDHEALTH GROUP INC,Health Care,Equity,"4,054,903,986.84",1.32,"4,054,903,986.84","8,296,309.00",488.76,United States,New York Stock Exchange Inc.,USD,1,USD,-
XOM,EXXON MOBIL CORP,Energy,Equity,"3,868,192,519.38",1.26,"3,868,192,519.38","36,564,822.00",105.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
JNJ,JOHNSON & JOHNSON,Health Care,Equity,"3,737,336,484.88",1.22,"3,737,336,484.88","23,214,712.00",160.99,United States,New York Stock Exchange Inc.,USD,1,USD,-
JPM,JPMORGAN CHASE & CO,Financials,Equity,"3,543,378,850.05",1.15,"3,543,378,850.05","26,044,681.00",136.05,United States,New York Stock Exchange Inc.,USD,1,USD,-
V,VISA INC CLASS A,Financials,Equity,"3,333,098,908.75",1.08,"3,333,098,908.75","14,428,375.00",231.01,United States,New York Stock Exchange Inc.,USD,1,USD,-
PG,PROCTER & GAMBLE,Consumer Staples,Equity,"3,234,073,872.09",1.05,"3,234,073,872.09","20,947,431.00",154.39,United States,New York Stock Exchange Inc.,USD,1,USD,-
LLY,ELI LILLY,Health Care,Equity,"3,049,974,590.10",0.99,"3,049,974,590.10","7,002,582.00",435.55,United States,New York Stock Exchange Inc.,USD,1,USD,-
MA,MASTERCARD INC CLASS A,Financials,Equity,"2,872,219,476.21",0.93,"2,872,219,476.21","7,491,639.00",383.39,United States,New York Stock Exchange Inc.,USD,1,USD,-
MRK,MERCK & CO INC,Health Care,Equity,"2,646,338,144.85",0.86,"2,646,338,144.85","22,512,447.00",117.55,United States,New York Stock Exchange Inc.,USD,1,USD,-
HD,HOME DEPOT INC,Consumer Discretionary,Equity,"2,603,490,356.22",0.85,"2,603,490,356.22","9,049,638.00",287.69,United States,New York Stock Exchange Inc.,USD,1,USD,-
CVX,CHEVRON CORP,Energy,Equity,"2,467,609,253.04",0.8,"2,467,609,253.04","15,795,732.00",156.22,United States,New York Stock Exchange Inc.,USD,1,USD,-
PEP,PEPSICO INC,Consumer Staples,Equity,"2,388,810,906.60",0.78,"2,388,810,906.60","12,228,990.00",195.34,United States,NASDAQ,USD,1,USD,-
AVGO,BROADCOM INC,Information Technology,Equity,"2,328,971,418.01",0.76,"2,328,971,418.01","3,710,503.00",627.67,United States,NASDAQ,USD,1,USD,-
ABBV,ABBVIE INC,Health Care,Equity,"2,301,878,582.65",0.75,"2,301,878,582.65","15,702,835.00",146.59,United States,New York Stock Exchange Inc.,USD,1,USD,-
KO,COCA-COLA,Consumer Staples,Equity,"2,206,915,516.72",0.72,"2,206,915,516.72","34,558,652.00",63.86,United States,New York Stock Exchange Inc.,USD,1,USD,-
COST,COSTCO WHOLESALE CORP,Consumer Staples,Equity,"1,977,449,611.34",0.64,"1,977,449,611.34","3,940,006.00",501.89,United States,NASDAQ,USD,1,USD,-
MCD,MCDONALDS CORP,Consumer Discretionary,Equity,"1,917,133,748.52",0.62,"1,917,133,748.52","6,503,388.00",294.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
WMT,WALMART INC,Consumer Staples,Equity,"1,906,605,528.96",0.62,"1,906,605,528.96","12,451,708.00",153.12,United States,New York Stock Exchange Inc.,USD,1,USD,-
PFE,PFIZER INC,Health Care,Equity,"1,873,066,944.76",0.61,"1,873,066,944.76","49,842,122.00",37.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
TMO,THERMO FISHER SCIENTIFIC INC,Health Care,Equity,"1,844,932,219.36",0.6,"1,844,932,219.36","3,482,384.00",529.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
CRM,SALESFORCE INC,Information Technology,Equity,"1,806,663,235.67",0.59,"1,806,663,235.67","8,879,261.00",203.47,United States,New York Stock Exchange Inc.,USD,1,USD,-
ABT,ABBOTT LABORATORIES,Health Care,Equity,"1,703,752,941.30",0.55,"1,703,752,941.30","15,481,626.00",110.05,United States,New York Stock Exchange Inc.,USD,1,USD,-
BAC,BANK OF AMERICA CORP,Financials,Equity,"1,697,439,593.52",0.55,"1,697,439,593.52","61,972,968.00",27.39,United States,New York Stock Exchange Inc.,USD,1,USD,-
CSCO,CISCO SYSTEMS INC,Information Technology,Equity,"1,691,436,217.87",0.55,"1,691,436,217.87","36,476,951.00",46.37,United States,NASDAQ,USD,1,USD,-
LIN,LINDE PLC,Materials,Equity,"1,605,191,080.64",0.52,"1,605,191,080.64","4,373,341.00",367.04,United States,New York Stock Exchange Inc.,USD,1,USD,-
ACN,ACCENTURE PLC CLASS A,Information Technology,Equity,"1,522,424,659.73",0.5,"1,522,424,659.73","5,591,599.00",272.27,United States,New York Stock Exchange Inc.,USD,1,USD,-
CMCSA,COMCAST CORP CLASS A,Communication,Equity,"1,507,885,262.73",0.49,"1,507,885,262.73","37,351,629.00",40.37,United States,NASDAQ,USD,1,USD,-
DIS,WALT DISNEY,Communication,Equity,"1,497,334,293.96",0.49,"1,497,334,293.96","16,220,716.00",92.31,United States,New York Stock Exchange Inc.,USD,1,USD,-
VZ,VERIZON COMMUNICATIONS INC,Communication,Equity,"1,402,174,650.40",0.46,"1,402,174,650.40","37,291,879.00",37.6,United States,New York Stock Exchange Inc.,USD,1,USD,-
AMD,ADVANCED MICRO DEVICES INC,Information Technology,Equity,"1,390,135,451.40",0.45,"1,390,135,451.40","14,316,534.00",97.1,United States,NASDAQ,USD,1,USD,-
ADBE,ADOBE INC,Information Technology,Equity,"1,388,494,348.86",0.45,"1,388,494,348.86","4,064,917.00",341.58,United States,NASDAQ,USD,1,USD,-
NFLX,NETFLIX INC,Communication,Equity,"1,363,308,601.20",0.44,"1,363,308,601.20","3,954,370.00",344.76,United States,NASDAQ,USD,1,USD,-
NKE,NIKE INC CLASS B,Consumer Discretionary,Equity,"1,351,824,332.04",0.44,"1,351,824,332.04","11,060,582.00",122.22,United States,New York Stock Exchange Inc.,USD,1,USD,-
DHR,DANAHER CORP,Health Care,Equity,"1,343,335,665.33",0.44,"1,343,335,665.33","5,820,093.00",230.81,United States,New York Stock Exchange Inc.,USD,1,USD,-
NEE,NEXTERA ENERGY INC,Utilities,Equity,"1,342,750,711.60",0.44,"1,342,750,711.60","17,644,556.00",76.1,United States,New York Stock Exchange Inc.,USD,1,USD,-
ORCL,ORACLE CORP,Information Technology,Equity,"1,329,686,994.72",0.43,"1,329,686,994.72","13,646,213.00",97.44,United States,New York Stock Exchange Inc.,USD,1,USD,-
PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,Equity,"1,308,217,711.68",0.43,"1,308,217,711.68","13,764,917.00",95.04,United States,New York Stock Exchange Inc.,USD,1,USD,-
BMY,BRISTOL MYERS SQUIBB,Health Care,Equity,"1,304,143,704.60",0.42,"1,304,143,704.60","18,878,745.00",69.08,United States,New York Stock Exchange Inc.,USD,1,USD,-
WFC,WELLS FARGO,Financials,Equity,"1,296,871,248.78",0.42,"1,296,871,248.78","33,834,366.00",38.33,United States,New York Stock Exchange Inc.,USD,1,USD,-
TXN,TEXAS INSTRUMENT INC,Information Technology,Equity,"1,296,843,767.78",0.42,"1,296,843,767.78","8,046,434.00",161.17,United States,NASDAQ,USD,1,USD,-
RTX,RAYTHEON TECHNOLOGIES CORP,Industrials,Equity,"1,242,756,900.02",0.4,"1,242,756,900.02","13,007,713.00",95.54,United States,New York Stock Exchange Inc.,USD,1,USD,-
HON,HONEYWELL INTERNATIONAL INC,Industrials,Equity,"1,150,797,794.82",0.37,"1,150,797,794.82","5,932,559.00",193.98,United States,NASDAQ,USD,1,USD,-
UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,Equity,"1,103,140,277.39",0.36,"1,103,140,277.39","6,480,293.00",170.23,United States,New York Stock Exchange Inc.,USD,1,USD,-
AMGN,AMGEN INC,Health Care,Equity,"1,101,363,081.12",0.36,"1,101,363,081.12","4,741,328.00",232.29,United States,NASDAQ,USD,1,USD,-
LOW,LOWES COMPANIES INC,Consumer Discretionary,Equity,"1,091,577,063.60",0.36,"1,091,577,063.60","5,369,292.00",203.3,United States,New York Stock Exchange Inc.,USD,1,USD,-
COP,CONOCOPHILLIPS,Energy,Equity,"1,085,496,838.58",0.35,"1,085,496,838.58","10,866,922.00",99.89,United States,New York Stock Exchange Inc.,USD,1,USD,-
SBUX,STARBUCKS CORP,Consumer Discretionary,Equity,"1,077,949,396.65",0.35,"1,077,949,396.65","10,204,955.00",105.63,United States,NASDAQ,USD,1,USD,-
UNP,UNION PACIFIC CORP,Industrials,Equity,"1,076,164,480.32",0.35,"1,076,164,480.32","5,432,979.00",198.08,United States,New York Stock Exchange Inc.,USD,1,USD,-
T,AT&T INC,Communication,Equity,"1,073,421,787.84",0.35,"1,073,421,787.84","63,291,379.00",16.96,United States,New York Stock Exchange Inc.,USD,1,USD,-
INTC,INTEL CORPORATION CORP,Information Technology,Equity,"1,060,128,146.22",0.34,"1,060,128,146.22","36,733,477.00",28.86,United States,NASDAQ,USD,1,USD,-
INTU,INTUIT INC,Information Technology,Equity,"1,059,846,040.89",0.34,"1,059,846,040.89","2,494,401.00",424.89,United States,NASDAQ,USD,1,USD,-
SPGI,S&P GLOBAL INC,Financials,Equity,"1,053,140,640.44",0.34,"1,053,140,640.44","2,923,036.00",360.29,United States,New York Stock Exchange Inc.,USD,1,USD,-
MDT,MEDTRONIC PLC,Health Care,Equity,"1,051,419,225.90",0.34,"1,051,419,225.90","11,811,045.00",89.02,United States,New York Stock Exchange Inc.,USD,1,USD,-
PLD,PROLOGIS REIT INC,Real Estate,Equity,"1,030,597,858.14",0.34,"1,030,597,858.14","8,196,261.00",125.74,United States,New York Stock Exchange Inc.,USD,1,USD,-
QCOM,QUALCOMM INC,Information Technology,Equity,"1,030,231,045.36",0.34,"1,030,231,045.36","9,900,356.00",104.06,United States,NASDAQ,USD,1,USD,-
BA,BOEING,Industrials,Equity,"1,007,832,735.84",0.33,"1,007,832,735.84","4,993,226.00",201.84,United States,New York Stock Exchange Inc.,USD,1,USD,-
IBM,INTERNATIONAL BUSINESS MACHINES CO,Information Technology,Equity,"970,578,671.40",0.32,"970,578,671.40","8,027,946.00",120.9,United States,New York Stock Exchange Inc.,USD,1,USD,-
CAT,CATERPILLAR INC,Industrials,Equity,"970,517,965.62",0.32,"970,517,965.62","4,620,854.00",210.03,United States,New York Stock Exchange Inc.,USD,1,USD,-
ELV,ELEVANCE HEALTH INC,Health Care,Equity,"968,646,297.66",0.32,"968,646,297.66","2,120,597.00",456.78,United States,New York Stock Exchange Inc.,USD,1,USD,-
GS,GOLDMAN SACHS GROUP INC,Financials,Equity,"964,361,101.36",0.31,"964,361,101.36","3,006,863.00",320.72,United States,New York Stock Exchange Inc.,USD,1,USD,-
GE,GENERAL ELECTRIC,Industrials,Equity,"962,468,282.76",0.31,"962,468,282.76","9,672,076.00",99.51,United States,New York Stock Exchange Inc.,USD,1,USD,-
MS,MORGAN STANLEY,Financials,Equity,"958,571,790.36",0.31,"958,571,790.36","11,600,772.00",82.63,United States,New York Stock Exchange Inc.,USD,1,USD,-
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,Equity,"948,561,356.28",0.31,"948,561,356.28","12,105,173.00",78.36,United States,NASDAQ,USD,1,USD,-
ISRG,INTUITIVE SURGICAL INC,Health Care,Equity,"944,149,491.13",0.31,"944,149,491.13","3,111,179.00",303.47,United States,NASDAQ,USD,1,USD,-
BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,Equity,"915,013,819.14",0.3,"915,013,819.14","344,433.00","2,656.58",United States,NASDAQ,USD,1,USD,-
LMT,LOCKHEED MARTIN CORP,Industrials,Equity,"909,258,511.89",0.3,"909,258,511.89","2,017,481.00",450.69,United States,New York Stock Exchange Inc.,USD,1,USD,-
DE,DEERE,Industrials,Equity,"895,089,666.24",0.29,"895,089,666.24","2,401,056.00",372.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
GILD,GILEAD SCIENCES INC,Health Care,Equity,"871,398,745.70",0.28,"871,398,745.70","11,072,411.00",78.7,United States,NASDAQ,USD,1,USD,-
AMAT,APPLIED MATERIAL INC,Information Technology,Equity,"864,324,900.50",0.28,"864,324,900.50","7,485,925.00",115.46,United States,NASDAQ,USD,1,USD,-
BLK,BLACKROCK INC,Financials,Equity,"853,695,278.04",0.28,"853,695,278.04","1,329,702.00",642.02,United States,New York Stock Exchange Inc.,USD,1,USD,-
SYK,STRYKER CORP,Health Care,Equity,"853,566,595.20",0.28,"853,566,595.20","2,993,710.00",285.12,United States,New York Stock Exchange Inc.,USD,1,USD,-
NOW,SERVICENOW INC,Information Technology,Equity,"815,765,571.26",0.27,"815,765,571.26","1,802,518.00",452.57,United States,New York Stock Exchange Inc.,USD,1,USD,-
ADI,ANALOG DEVICES INC,Information Technology,Equity,"812,746,378.54",0.26,"812,746,378.54","4,500,506.00",180.59,United States,NASDAQ,USD,1,USD,-
AMT,AMERICAN TOWER REIT CORP,Real Estate,Equity,"809,033,926.47",0.26,"809,033,926.47","4,134,263.00",195.69,United States,New York Stock Exchange Inc.,USD,1,USD,-
TJX,TJX INC,Consumer Discretionary,Equity,"800,897,005.08",0.26,"800,897,005.08","10,260,018.00",78.06,United States,New York Stock Exchange Inc.,USD,1,USD,-
VRTX,VERTEX PHARMACEUTICALS INC,Health Care,Equity,"799,876,651.20",0.26,"799,876,651.20","2,282,753.00",350.4,United States,NASDAQ,USD,1,USD,-
MMC,MARSH & MCLENNAN INC,Financials,Equity,"792,766,913.62",0.26,"792,766,913.62","4,395,226.00",180.37,United States,New York Stock Exchange Inc.,USD,1,USD,-
C,CITIGROUP INC,Financials,Equity,"791,615,930.78",0.26,"791,615,930.78","17,197,826.00",46.03,United States,New York Stock Exchange Inc.,USD,1,USD,-
CVS,CVS HEALTH CORP,Health Care,Equity,"786,392,698.41",0.26,"786,392,698.41","11,401,953.00",68.97,United States,New York Stock Exchange Inc.,USD,1,USD,-
AXP,AMERICAN EXPRESS,Financials,Equity,"782,319,241.02",0.25,"782,319,241.02","5,286,298.00",147.99,United States,New York Stock Exchange Inc.,USD,1,USD,-
ADP,AUTOMATIC DATA PROCESSING INC,Industrials,Equity,"771,918,894.73",0.25,"771,918,894.73","3,679,133.00",209.81,United States,NASDAQ,USD,1,USD,-
ZTS,ZOETIS INC CLASS A,Health Care,Equity,"766,093,573.44",0.25,"766,093,573.44","4,138,362.00",185.12,United States,New York Stock Exchange Inc.,USD,1,USD,-
TMUS,T MOBILE US INC,Communication,Equity,"750,487,554.60",0.24,"750,487,554.60","5,259,198.00",142.7,United States,NASDAQ,USD,1,USD,-
CB,CHUBB LTD,Financials,Equity,"742,191,830.94",0.24,"742,191,830.94","3,685,346.00",201.39,United States,New York Stock Exchange Inc.,USD,1,USD,-
MO,ALTRIA GROUP INC,Consumer Staples,Equity,"724,061,588.02",0.24,"724,061,588.02","15,854,206.00",45.67,United States,New York Stock Exchange Inc.,USD,1,USD,-
SO,SOUTHERN,Utilities,Equity,"721,612,585.80",0.23,"721,612,585.80","9,666,612.00",74.65,United States,New York Stock Exchange Inc.,USD,1,USD,-
REGN,REGENERON PHARMACEUTICALS INC,Health Care,Equity,"711,724,104.28",0.23,"711,724,104.28","954,604.00",745.57,United States,NASDAQ,USD,1,USD,-
PGR,PROGRESSIVE CORP,Financials,Equity,"695,613,237.86",0.23,"695,613,237.86","5,193,469.00",133.94,United States,New York Stock Exchange Inc.,USD,1,USD,-
CI,CIGNA,Health Care,Equity,"689,520,780.00",0.22,"689,520,780.00","2,652,003.00",260,United States,New York Stock Exchange Inc.,USD,1,USD,-
BSX,BOSTON SCIENTIFIC CORP,Health Care,Equity,"679,008,520.83",0.22,"679,008,520.83","12,717,897.00",53.39,United States,New York Stock Exchange Inc.,USD,1,USD,-
FISV,FISERV INC,Financials,Equity,"672,962,852.10",0.22,"672,962,852.10","5,638,566.00",119.35,United States,NASDAQ,USD,1,USD,-
DUK,DUKE ENERGY CORP,Utilities,Equity,"665,450,465.82",0.22,"665,450,465.82","6,837,054.00",97.33,United States,New York Stock Exchange Inc.,USD,1,USD,-
TGT,TARGET CORP,Consumer Staples,Equity,"649,337,594.62",0.21,"649,337,594.62","4,087,226.00",158.87,United States,New York Stock Exchange Inc.,USD,1,USD,-
SCHW,CHARLES SCHWAB CORP,Financials,Equity,"646,437,603.09",0.21,"646,437,603.09","13,543,633.00",47.73,United States,New York Stock Exchange Inc.,USD,1,USD,-
PYPL,PAYPAL HOLDINGS INC,Financials,Equity,"644,738,224.58",0.21,"644,738,224.58","10,045,781.00",64.18,United States,NASDAQ,USD,1,USD,-
BDX,BECTON DICKINSON,Health Care,Equity,"633,733,393.80",0.21,"633,733,393.80","2,520,817.00",251.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
LRCX,LAM RESEARCH CORP,Information Technology,Equity,"631,976,425.40",0.21,"631,976,425.40","1,198,105.00",527.48,United States,NASDAQ,USD,1,USD,-
AON,AON PLC CLASS A,Financials,Equity,"611,368,537.26",0.2,"611,368,537.26","1,823,783.00",335.22,United States,New York Stock Exchange Inc.,USD,1,USD,-
EQIX,EQUINIX REIT INC,Real Estate,Equity,"610,880,187.36",0.2,"610,880,187.36","821,694.00",743.44,United States,NASDAQ,USD,1,USD,-
CL,COLGATE-PALMOLIVE,Consumer Staples,Equity,"605,376,651.15",0.2,"605,376,651.15","7,416,105.00",81.63,United States,New York Stock Exchange Inc.,USD,1,USD,-
MU,MICRON TECHNOLOGY INC,Information Technology,Equity,"596,931,157.48",0.19,"596,931,157.48","9,688,868.00",61.61,United States,NASDAQ,USD,1,USD,-
ETN,EATON PLC,Industrials,Equity,"595,088,103.72",0.19,"595,088,103.72","3,531,261.00",168.52,United States,New York Stock Exchange Inc.,USD,1,USD,-
CSX,CSX CORP,Industrials,Equity,"593,450,570.02",0.19,"593,450,570.02","18,667,838.00",31.79,United States,NASDAQ,USD,1,USD,-
HUM,HUMANA INC,Health Care,Equity,"587,000,101.38",0.19,"587,000,101.38","1,109,662.00",528.99,United States,New York Stock Exchange Inc.,USD,1,USD,-
CME,CME GROUP INC CLASS A,Financials,Equity,"586,052,550.60",0.19,"586,052,550.60","3,194,095.00",183.48,United States,NASDAQ,USD,1,USD,-
EOG,EOG RESOURCES INC,Energy,Equity,"576,479,162.70",0.19,"576,479,162.70","5,215,590.00",110.53,United States,New York Stock Exchange Inc.,USD,1,USD,-
ITW,ILLINOIS TOOL INC,Industrials,Equity,"561,769,853.60",0.18,"561,769,853.60","2,464,984.00",227.9,United States,New York Stock Exchange Inc.,USD,1,USD,-
WM,WASTE MANAGEMENT INC,Industrials,Equity,"561,273,345.18",0.18,"561,273,345.18","3,297,922.00",170.19,United States,New York Stock Exchange Inc.,USD,1,USD,-
NOC,NORTHROP GRUMMAN CORP,Industrials,Equity,"556,780,069.30",0.18,"556,780,069.30","1,277,458.00",435.85,United States,New York Stock Exchange Inc.,USD,1,USD,-
SLB,SCHLUMBERGER NV,Energy,Equity,"556,615,728.76",0.18,"556,615,728.76","12,610,234.00",44.14,United States,New York Stock Exchange Inc.,USD,1,USD,-
APD,AIR PRODUCTS AND CHEMICALS INC,Materials,Equity,"545,332,540.15",0.18,"545,332,540.15","1,971,913.00",276.55,United States,New York Stock Exchange Inc.,USD,1,USD,-
ICE,INTERCONTINENTAL EXCHANGE INC,Financials,Equity,"536,958,471.69",0.17,"536,958,471.69","4,962,189.00",108.21,United States,New York Stock Exchange Inc.,USD,1,USD,-
ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,Equity,"530,559,814.20",0.17,"530,559,814.20","553,670.00",958.26,United States,NASDAQ,USD,1,USD,1-Jan-70
HCA,HCA HEALTHCARE INC,Health Care,Equity,"523,584,153.90",0.17,"523,584,153.90","1,882,719.00",278.1,United States,New York Stock Exchange Inc.,USD,1,USD,-
CMG,CHIPOTLE MEXICAN GRILL INC,Consumer Discretionary,Equity,"504,830,657.00",0.16,"504,830,657.00","245,242.00","2,058.50",United States,New York Stock Exchange Inc.,USD,1,USD,-
SNPS,SYNOPSYS INC,Information Technology,Equity,"497,981,977.64",0.16,"497,981,977.64","1,353,359.00",367.96,United States,NASDAQ,USD,1,USD,-
MMM,3M,Industrials,Equity,"492,616,570.42",0.16,"492,616,570.42","4,888,039.00",100.78,United States,New York Stock Exchange Inc.,USD,1,USD,-
CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,Equity,"490,700,554.12",0.16,"490,700,554.12","2,435,722.00",201.46,United States,NASDAQ,USD,1,USD,-
EW,EDWARDS LIFESCIENCES CORP,Health Care,Equity,"487,373,435.28",0.16,"487,373,435.28","5,489,676.00",88.78,United States,New York Stock Exchange Inc.,USD,1,USD,-
ATVI,ACTIVISION BLIZZARD INC,Communication,Equity,"487,178,310.24",0.16,"487,178,310.24","6,323,706.00",77.04,United States,NASDAQ,USD,1,USD,-
SHW,SHERWIN WILLIAMS,Materials,Equity,"481,975,283.08",0.16,"481,975,283.08","2,093,906.00",230.18,United States,New York Stock Exchange Inc.,USD,1,USD,-
MCK,MCKESSON CORP,Health Care,Equity,"476,695,947.30",0.16,"476,695,947.30","1,215,906.00",392.05,United States,New York Stock Exchange Inc.,USD,1,USD,-
